country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FF_ASFR_15.19,FF_ASFR_20.24,FF_ASFR_25.29,FF_ASFR_30.34,FF_ASFR_35.39,FF_ASFR_40.44,FF_ASFR_45.49,FF_ASFR_SE_15.19,FF_ASFR_SE_20.24,FF_ASFR_SE_25.29,FF_ASFR_SE_30.34,FF_ASFR_SE_35.39,FF_ASFR_SE_40.44,FF_ASFR_SE_45.49,FF_GFR,FF_TFR,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,HL_CMR,HL_IMR,HL_NNMR,HL_PNNMR,HL_U5MR,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,RH_contr_modern_p,RH_contr_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,FP_desired_daugh_mean,FP_desired_sons_mean,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_0_p,DM_age_diff_10plus_p,DM_age_diff_5_9_p,DM_age_diff_5minus_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,DV_phys_12m_p,DV_phys_or_sex_partner_12m_p,DV_phys_or_sex_partner_p,DV_phys_p,DV_phys_partner_12m_p,DV_phys_partner_p,DV_sex_12m_p,DV_sex_p,DV_sex_partner_12m_p,DV_sex_partner_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Haiti,2015,24.30,19.25,15.17,13.01,10.95,9.00,8.31,20.94,28.28,,53.10,39.68,35.14,0.09,0.17,0.25,0.04,0.08,0.16,0.00,0.02,0.06,14.81,8.01,35.21,2.64,49.98,45.31,6.31,75.03,28.75,8.15,44.12,20.29,33.71,10.43,48.55,25.31,14.67,58.12,60.38,147.85,150.23,146.66,118.20,55.60,13.31,8.77,15.67,15.26,17.66,18.78,12.57,6.84,112.90,3.46,2.87,,0.65,4.50,4.49,0.89,5.94,,6.33,3.12,0.69,98.72,11.04,31.71,7.24,51.52,13.25,39.72,,,31.00,8.44,47.26,35.52,28.85,21.88,50.58,27.65,22.93,71.34,347.73,383.57,422.87,143.87,131.04,124.49,26.94,19.59,15.19,1726.40,4717.36,7469.43,21.35,17.65,1.99,1.79,99.80,22.88,24.54,27.28,27.52,27.52,25.48,25.55,25.40,23.22,23.16,23.08,42.23,0.48,26.22,21.95,1.36,1.17,,24.98,8.30,10.21,5.99,54.31,3.24,20.61,38.69,37.45,5.84,0.95,1.10,27.72,28.78,43.87,,2.70,16.50,61.02,23.07,2.75,1.25,3.65,54.96,5.48,12.75,6.53,29.71,47.17,9.41,12.25,20.07,27.23,8.65,15.52,4.18,11.09,6.62,10.07,63.42,32.60,14.65,1.93,17.04,30.55,29.99,,,,,,
Indonesia,2015,15.61,14.04,14.67,15.06,15.08,13.62,11.93,20.24,31.39,,71.57,23.63,43.36,0.04,0.14,0.12,0.01,0.05,0.04,0.00,0.01,0.01,2.93,17.43,27.22,24.82,69.85,53.39,9.50,93.46,94.21,49.54,21.17,81.37,95.07,55.17,22.35,85.72,91.98,98.76,47.11,125.91,144.66,114.21,67.43,21.55,4.30,9.37,13.45,12.90,12.40,9.89,6.37,2.94,88.40,2.63,2.68,,0.48,4.01,4.06,0.59,4.98,,32.50,11.27,37.60,4.79,72.51,7.52,51.18,21.15,41.89,23.29,40.80,3.97,7.39,46.91,18.26,43.26,22.31,9.32,28.46,18.15,10.31,37.47,399.21,437.72,464.25,231.91,223.79,221.24,82.17,54.83,52.14,2782.98,8056.27,13274.37,21.73,20.37,1.81,1.68,97.49,39.80,44.09,26.85,27.35,27.37,26.27,26.32,26.26,25.65,25.38,25.18,56.40,0.24,60.14,61.73,1.12,1.12,,8.66,47.94,32.14,12.54,62.20,5.35,14.34,37.24,43.07,4.37,3.77,4.34,37.96,16.58,66.05,,65.56,12.54,14.89,82.71,68.58,2.42,3.03,68.86,11.22,20.47,11.73,33.71,,,,,,,,,,,,90.35,36.53,17.71,52.51,,50.15,39.01,,,,,,
Jordan,2015,1.38,6.33,10.52,10.83,10.67,10.02,8.99,21.27,20.35,,55.29,,47.42,0.54,0.54,0.49,0.25,0.29,0.25,0.07,0.10,0.09,1.89,2.02,4.32,8.47,52.54,32.19,6.67,63.18,,98.20,18.07,98.84,,58.89,9.32,59.28,,,23.59,118.56,186.22,159.44,101.44,32.86,2.94,2.96,6.07,8.77,8.62,8.11,4.60,1.58,100.17,3.13,2.30,,0.67,4.92,4.94,0.54,3.29,,,55.31,95.32,0.13,,39.83,97.72,0.03,93.56,5.50,57.38,0.07,25.68,58.40,0.02,56.34,2.91,3.34,17.05,12.30,4.74,20.34,28.65,40.72,46.01,6.88,8.28,8.29,0.04,0.02,0.02,82.53,297.92,497.48,19.12,,1.94,1.88,58.60,21.25,30.48,29.22,29.77,29.77,19.45,19.80,19.70,8.27,8.27,7.40,9.44,0.42,85.44,86.34,0.92,1.08,21.10,13.25,44.07,1.54,20.33,8.86,0.61,3.99,8.87,6.38,3.29,12.00,5.17,16.40,7.23,,,99.93,13.81,15.45,48.33,59.85,4.32,6.68,,10.84,35.24,29.30,40.48,,6.88,7.13,10.70,13.57,6.07,9.63,2.26,3.40,2.26,3.27,,,,,,5.34,4.65,,,,,,
Malawi,2015,21.26,20.78,16.30,15.04,11.86,8.34,6.41,17.91,28.17,,66.87,20.49,18.27,0.61,0.32,0.28,0.25,0.11,0.07,0.03,0.01,0.01,10.11,9.92,62.66,6.68,27.23,24.10,6.28,74.22,11.12,6.26,41.53,12.74,13.81,8.27,44.63,16.25,4.15,48.71,136.30,218.65,193.03,154.10,107.93,49.81,14.98,5.65,7.56,7.89,8.52,7.09,6.44,4.65,156.91,4.37,3.66,1131.95,0.82,4.55,4.61,1.02,5.50,0.48,39.77,3.30,0.69,72.39,2.27,39.56,3.22,16.69,12.90,12.84,0.99,69.03,41.01,4.02,14.90,15.13,11.86,21.56,39.01,24.88,14.14,59.70,246.39,287.41,324.97,76.19,81.94,84.76,0.58,0.46,0.45,914.23,2949.99,5085.75,18.86,16.47,2.79,2.50,98.03,44.65,45.66,25.77,25.82,25.82,22.81,22.57,22.49,19.28,18.34,18.29,60.31,0.51,22.32,17.76,1.69,1.65,6.01,43.06,12.14,58.87,11.10,64.80,3.33,11.80,33.52,51.36,5.46,2.17,2.75,19.84,9.16,27.60,,2.14,8.71,30.83,12.71,2.64,0.63,0.74,32.57,7.29,15.99,6.50,31.82,32.37,16.99,24.30,35.34,35.32,16.43,27.59,13.97,20.77,15.43,19.16,65.72,24.50,9.26,1.63,11.32,59.44,58.24,12.80,3.54,28.05,3.33,4.78,35.29
Maldives,2015,11.56,14.69,18.13,17.28,13.44,11.00,9.49,19.94,29.66,,70.91,,15.75,,,,,,,,,,6.92,15.19,26.08,3.20,62.55,48.97,8.27,96.84,99.82,95.37,68.19,94.05,95.59,93.40,65.75,91.99,99.83,99.77,15.29,130.92,139.65,113.38,56.71,18.56,2.89,5.76,12.55,12.42,11.99,11.00,6.81,2.15,86.26,2.39,2.80,,0.73,5.42,5.51,0.97,6.73,,50.53,4.49,79.67,1.44,50.15,11.56,99.26,0.46,32.59,66.70,78.95,1.22,10.69,95.23,0.23,30.94,64.01,2.93,16.18,10.73,5.45,19.06,,,,,,,,,,,,,21.55,19.59,1.81,1.74,91.55,12.29,15.44,,,,,,,,,,38.52,0.19,71.05,70.54,0.70,0.74,,18.80,20.77,1.21,21.83,42.96,6.49,6.08,24.17,53.72,3.84,6.58,5.58,19.76,25.25,29.54,,98.46,43.71,42.12,82.41,94.37,1.44,3.90,92.95,8.84,19.86,4.83,37.27,,,,,,,,,,,,,30.38,12.83,,68.59,,,,,,,,
Mali,2015,19.79,17.56,19.27,15.16,12.79,8.83,6.60,17.49,28.52,,82.20,14.74,25.69,0.19,0.25,0.23,0.07,0.11,0.09,0.01,0.03,0.02,72.10,2.91,11.34,,16.55,15.15,2.00,22.69,34.22,8.19,66.59,34.66,36.75,9.73,69.16,38.23,20.69,69.08,170.48,268.14,266.58,243.84,176.67,101.75,32.13,15.55,18.06,18.22,19.11,19.85,19.95,15.88,217.29,6.30,6.17,,1.25,5.57,5.67,1.57,7.02,,40.82,5.00,4.56,69.12,46.24,18.11,6.06,53.60,14.66,33.83,4.89,67.96,18.39,6.13,52.51,15.28,32.87,48.80,58.89,33.61,25.28,104.56,214.64,217.60,224.12,53.44,51.85,51.76,0.00,0.00,0.00,641.30,1866.69,3105.77,19.60,16.56,3.31,2.84,82.85,10.53,11.05,33.77,34.45,34.64,28.73,28.87,28.82,23.30,22.70,22.33,44.27,0.43,28.82,25.27,2.53,2.90,4.02,41.87,29.55,26.64,3.36,47.70,0.32,57.11,33.57,8.99,11.78,1.96,2.28,8.46,7.46,79.30,,0.91,4.18,48.36,35.24,0.67,0.54,1.90,63.16,9.38,21.61,12.30,32.53,59.71,18.47,19.44,30.05,34.83,16.28,27.53,6.76,10.22,7.63,10.19,16.05,11.07,6.48,4.05,,39.12,33.97,,,,,,
Nigeria,2015,19.96,16.84,18.00,14.34,12.62,9.42,8.83,18.92,28.99,,67.70,26.99,46.16,0.10,0.13,0.14,0.02,0.04,0.05,0.00,0.00,0.01,29.84,12.11,17.21,22.86,52.95,41.79,7.08,58.83,57.35,20.42,64.86,49.58,58.46,23.85,67.63,54.03,42.62,81.94,99.11,222.01,248.06,225.77,151.38,69.00,24.28,6.89,9.39,8.87,9.57,9.31,7.04,5.38,178.19,5.20,6.02,,0.90,4.53,4.54,1.25,6.23,,16.19,9.20,17.45,29.71,29.93,23.85,26.69,44.58,10.99,31.11,17.58,29.07,24.27,27.77,43.79,10.85,30.77,50.99,63.86,35.98,27.88,111.33,277.21,301.81,315.71,120.95,117.65,117.24,6.76,5.56,5.49,1451.35,4235.49,7034.39,20.40,17.57,2.87,2.46,88.36,12.06,17.38,30.46,30.70,30.83,27.22,27.30,27.36,24.72,24.25,24.25,64.75,0.47,37.28,35.81,2.19,2.37,,33.34,21.10,11.04,6.81,66.87,0.82,40.84,39.30,19.04,9.79,1.56,1.63,9.83,7.49,65.12,,29.12,8.44,36.50,37.77,27.61,0.26,0.48,73.92,29.40,17.54,4.49,37.43,,13.76,13.95,21.42,33.16,12.12,19.40,4.00,9.12,4.57,6.45,47.08,13.70,5.75,2.35,61.76,16.38,14.71,,,,,,
Pakistan,2015,3.66,10.21,13.61,12.47,11.56,7.78,7.01,18.84,21.29,,63.90,,21.62,0.58,0.47,0.41,0.27,0.23,0.18,0.00,0.04,0.02,41.40,5.39,8.35,5.39,16.54,10.42,2.10,24.61,90.36,46.29,13.82,53.87,60.55,32.52,9.39,37.13,85.19,99.21,51.25,178.20,216.86,168.78,95.21,37.84,17.80,5.50,8.93,10.84,11.71,11.93,8.80,8.67,130.16,3.83,2.96,,1.16,7.22,7.29,1.02,5.91,,22.34,10.40,18.85,46.76,43.63,31.07,69.81,22.86,29.53,10.18,12.55,31.09,19.93,47.35,14.65,18.96,6.89,,,,,,41.63,73.44,84.04,9.44,12.33,12.16,0.21,0.10,0.09,113.26,443.89,729.69,19.40,,2.36,2.15,64.17,14.35,19.15,33.33,33.64,33.82,25.01,25.05,24.91,14.25,13.55,12.92,11.41,0.43,51.02,52.84,1.09,1.53,,2.09,12.61,19.59,2.07,12.76,1.51,5.31,11.50,14.31,3.48,7.11,4.88,5.48,3.57,33.48,,40.07,2.69,3.22,27.23,26.35,3.71,7.08,59.95,11.78,8.08,4.14,12.17,,15.07,14.74,21.08,24.37,14.42,20.80,1.77,2.59,,,21.41,15.77,7.86,,59.33,5.08,1.93,,,,,,
Philippines,2015,20.43,16.74,14.03,13.10,12.88,11.62,11.22,20.97,29.99,,62.08,33.74,38.47,0.03,0.09,0.10,0.00,0.02,0.03,0.00,0.00,0.00,1.46,8.82,17.17,25.99,81.37,48.37,10.16,100.00,87.22,36.00,50.91,70.10,89.31,39.85,52.35,75.04,83.46,92.11,55.75,151.93,154.35,126.30,84.82,37.72,4.64,10.95,18.38,19.08,18.03,15.38,10.75,3.40,101.84,3.08,2.90,,0.58,4.38,4.55,0.74,5.71,,17.55,7.71,17.65,9.67,33.26,13.23,86.29,10.04,58.07,6.51,,,13.53,87.54,9.16,60.25,6.05,8.23,23.14,13.50,9.64,31.16,450.55,535.93,551.60,225.24,216.87,210.92,64.57,36.08,21.93,2702.82,7807.37,12654.99,22.42,20.85,1.96,1.88,98.51,25.19,34.28,27.50,27.79,27.83,26.13,26.12,26.06,24.83,24.37,23.96,46.97,0.32,58.62,59.59,1.34,1.29,,41.77,64.24,17.14,24.64,55.96,9.67,12.49,27.35,50.49,3.25,5.31,6.40,48.58,20.37,43.76,,33.66,18.54,43.78,75.16,35.24,4.51,5.08,76.26,9.93,20.31,7.97,36.68,,5.82,6.85,14.42,19.28,5.20,12.56,2.45,6.58,3.06,5.21,,43.87,23.16,,,35.75,16.49,,,,,,
Rwanda,2015,20.65,18.39,17.17,15.94,11.68,9.12,7.05,20.99,28.66,,51.23,38.48,24.11,0.08,0.12,0.09,0.00,0.02,0.01,0.00,0.00,0.00,11.58,21.73,63.40,5.37,25.02,21.79,5.39,81.23,27.32,2.43,55.85,12.36,29.99,3.74,59.56,16.69,13.22,62.26,44.15,174.32,208.98,186.68,130.89,62.29,11.00,5.45,11.00,10.96,11.75,11.54,10.97,5.79,138.77,4.09,3.36,1638.84,0.74,4.22,4.24,0.88,5.25,0.50,13.79,1.60,1.74,71.48,2.03,32.29,2.80,26.55,12.20,25.37,2.33,69.46,32.61,3.86,24.71,14.56,25.28,17.17,30.69,18.99,11.70,47.30,148.25,183.50,237.62,96.12,96.81,100.72,16.30,10.95,10.95,1153.49,3485.28,6043.47,22.11,20.53,2.22,1.96,99.46,27.81,30.85,20.52,20.52,20.52,19.24,19.32,19.44,18.65,18.38,18.08,76.78,0.38,20.76,18.38,1.16,1.35,,52.07,8.70,71.08,8.08,84.94,4.91,11.62,33.98,49.49,4.59,0.31,0.40,23.36,12.35,19.74,,0.71,6.32,63.32,18.90,0.44,0.39,2.06,32.79,41.08,10.08,10.08,17.85,18.55,13.51,20.56,34.43,34.81,17.47,31.10,7.49,22.54,8.41,11.60,73.97,33.02,9.97,,20.87,47.90,44.99,,,,,,
Senegal,2015,23.19,18.55,18.50,14.12,11.27,8.79,5.57,18.64,27.84,,66.00,29.38,41.71,0.42,0.36,0.38,0.13,0.15,0.12,0.02,0.04,0.02,52.12,2.98,21.16,0.74,26.72,24.26,3.53,41.17,52.59,18.50,64.95,47.87,56.96,22.11,71.33,53.74,35.50,79.77,88.05,202.75,238.50,217.81,165.70,90.51,21.27,7.62,12.26,12.58,16.27,16.31,13.13,9.16,169.37,5.12,5.36,2284.34,1.70,8.61,8.53,2.63,13.19,0.49,19.23,6.13,32.78,26.33,11.35,23.23,27.41,45.71,45.79,30.72,33.68,24.58,22.77,27.38,43.48,46.52,31.13,22.73,40.39,22.49,17.91,62.15,238.73,305.77,334.11,52.51,64.06,65.17,0.00,0.00,0.00,630.17,2306.05,3910.36,20.32,18.48,2.52,2.26,95.06,15.18,16.73,31.15,31.44,31.44,28.10,27.95,27.93,24.62,24.11,24.11,42.02,0.44,41.67,38.90,2.12,2.78,,33.70,31.86,33.68,3.58,55.92,0.12,58.31,30.85,10.71,11.11,4.53,6.50,5.04,3.86,81.85,,19.16,8.39,54.46,53.03,16.32,0.52,0.82,62.85,3.90,3.26,,16.11,54.04,,,,,,,,,,,34.80,9.38,5.39,5.72,,21.48,14.18,,,,,,
Sierra Leone,2015,22.76,16.47,17.36,13.33,13.73,8.31,8.04,18.28,28.50,,63.44,30.64,42.76,0.02,0.02,0.03,0.00,0.00,0.01,0.00,0.00,0.00,50.75,4.53,13.97,5.37,35.29,31.49,4.07,39.44,19.70,9.98,58.91,18.72,21.56,12.20,63.13,21.26,0.82,35.26,118.74,212.16,210.02,173.44,127.24,58.58,25.09,8.78,11.20,11.01,11.69,10.32,9.80,7.15,159.53,4.63,4.77,,1.05,5.55,5.61,1.35,7.16,,6.51,2.65,8.56,51.18,6.76,24.41,7.70,46.52,9.61,34.43,9.84,47.47,25.14,8.12,44.37,9.03,33.48,62.86,88.80,38.07,50.74,145.96,562.37,568.23,572.96,212.80,214.78,215.48,5.27,5.23,5.22,2553.61,7732.23,12928.89,19.26,15.98,2.76,2.22,95.56,22.71,23.67,28.50,29.00,29.34,26.68,26.72,26.73,25.07,25.06,24.69,67.32,0.47,22.92,19.98,2.24,2.19,,45.77,10.98,48.42,3.91,72.04,1.64,42.29,33.74,22.34,9.20,0.55,0.47,8.88,9.51,40.17,,0.35,5.68,34.18,15.66,0.24,4.00,7.15,38.07,8.15,15.77,4.05,40.34,44.38,32.10,31.83,45.94,56.67,30.54,44.65,4.43,8.96,5.20,7.16,30.55,18.54,10.30,1.85,40.68,39.13,34.35,,,,,,
South Africa,2015,16.84,16.42,16.08,15.40,12.73,11.24,11.29,23.91,30.47,33.86,36.35,57.07,75.41,0.37,0.25,0.25,0.10,0.03,0.05,0.05,0.02,0.01,1.94,3.93,9.61,27.03,88.45,76.35,10.38,97.48,91.21,77.01,66.07,78.69,91.46,79.64,63.75,82.06,88.20,93.54,67.08,121.60,133.33,86.56,61.59,23.06,3.29,9.86,13.36,15.07,10.97,10.62,7.30,2.27,86.74,2.48,2.45,,0.41,3.42,3.43,0.69,4.89,,8.84,31.11,65.96,4.31,2.65,20.65,84.62,7.26,80.53,4.66,65.82,3.96,21.61,67.00,20.47,80.52,5.31,7.14,34.21,21.09,13.12,41.11,85.21,114.84,116.45,37.20,41.13,40.52,8.61,4.32,4.04,446.39,1480.72,2431.31,21.21,17.91,1.60,1.51,99.53,47.35,47.58,24.21,24.23,24.27,18.48,18.08,17.91,11.03,10.81,10.79,35.12,0.29,69.96,73.02,,,,41.18,47.13,2.46,39.70,39.72,3.08,27.67,28.69,40.57,4.87,11.05,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,2015,18.63,18.18,16.80,13.64,11.84,11.03,9.86,20.41,29.67,,68.26,26.11,33.20,0.03,0.07,0.11,0.00,0.03,0.04,0.00,0.00,0.00,1.52,1.51,3.28,39.50,95.20,72.82,10.48,97.52,98.01,62.40,17.53,97.07,98.26,62.46,18.03,97.52,97.37,99.50,46.74,252.70,205.42,130.46,66.76,14.12,0.60,7.54,14.13,13.49,13.11,10.51,4.72,0.40,128.64,3.58,3.42,,0.90,5.47,5.78,1.11,7.00,,26.91,33.55,42.07,18.94,1.37,18.10,25.01,2.18,52.99,16.03,41.90,19.67,18.09,22.15,2.08,51.56,16.59,6.71,26.78,14.37,12.41,33.30,122.29,135.74,135.74,51.77,48.00,46.08,0.72,0.66,0.60,621.19,1728.13,2764.76,22.09,20.63,2.03,1.92,87.13,19.65,20.85,20.10,20.48,20.52,6.73,7.33,7.27,-6.79,-6.79,-9.99,24.71,0.18,61.98,62.07,1.60,1.70,,13.64,45.99,13.96,23.34,27.32,5.51,5.02,42.76,46.71,3.99,13.06,12.43,14.42,9.71,32.22,,81.21,30.18,18.52,85.28,78.92,0.43,0.47,77.99,13.15,13.67,7.01,20.37,,13.73,15.71,20.42,18.76,15.23,19.85,1.42,2.13,1.85,2.44,,26.87,14.92,,50.83,45.26,,,,,,,
Tanzania,2015,21.68,18.10,16.09,13.35,12.17,10.29,8.32,18.93,28.89,,61.80,26.21,30.12,0.20,0.22,0.29,0.10,0.11,0.12,0.02,0.02,0.02,14.83,43.95,55.75,12.94,29.42,28.38,6.52,77.72,22.97,9.61,52.62,20.23,25.79,12.25,55.79,24.15,11.17,51.93,121.94,223.66,237.71,201.94,155.59,83.08,25.48,20.40,25.57,27.50,26.38,28.18,25.10,16.13,174.40,5.25,5.09,2405.14,0.92,4.71,4.84,1.20,6.43,0.53,41.90,3.58,2.20,54.97,9.92,43.86,28.06,37.86,28.19,32.21,,,45.80,19.23,56.27,29.70,30.99,18.62,42.71,26.71,15.99,60.54,265.36,287.91,299.05,83.77,82.28,79.54,4.33,2.14,1.42,1005.25,2962.01,4772.49,19.84,17.39,2.74,2.47,97.90,26.56,31.38,25.45,25.72,25.73,23.72,23.65,23.60,21.81,21.21,21.11,70.47,0.39,30.13,26.22,1.91,1.89,4.30,56.04,27.63,51.72,21.90,74.19,2.43,24.27,41.25,32.05,6.85,0.54,0.58,15.05,7.50,41.63,,4.06,12.01,43.81,25.68,3.34,0.31,0.72,59.25,3.03,,,9.79,46.00,17.54,22.87,33.31,32.41,20.74,31.22,7.08,14.15,8.24,10.84,73.05,28.71,9.17,8.50,22.22,34.01,31.43,18.14,3.51,31.50,3.05,4.97,53.10
Timor-Leste,2015,24.02,16.00,15.18,13.78,9.95,11.92,9.15,20.37,28.99,,62.44,34.91,18.98,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.47,7.67,18.22,17.84,56.31,50.48,6.89,70.57,65.30,13.54,25.64,32.83,70.08,16.50,28.54,40.01,60.93,92.13,49.72,215.13,240.89,208.45,128.38,61.94,23.25,11.81,22.71,21.93,21.59,20.41,15.31,11.25,148.10,4.64,4.01,,0.81,5.27,5.30,1.03,6.70,,12.61,3.39,6.67,56.87,26.51,36.88,42.87,39.39,34.21,23.59,7.93,53.28,36.48,47.28,34.16,35.42,22.58,12.40,32.78,18.89,13.89,44.75,210.54,265.40,290.89,100.63,104.56,109.61,20.16,12.28,12.28,1207.56,3764.09,6576.38,22.07,19.59,2.44,2.28,67.81,14.93,15.67,26.29,26.32,26.34,25.41,25.08,25.00,24.11,23.15,22.92,36.10,0.37,38.16,36.23,1.91,1.93,,14.83,16.23,38.90,7.33,38.34,5.08,18.93,33.79,42.21,5.27,8.78,10.61,29.42,43.99,35.27,,8.65,7.99,15.93,30.72,9.04,4.25,4.96,41.84,6.72,7.12,3.59,20.12,21.22,30.68,35.78,39.06,35.60,33.97,37.31,3.41,4.41,4.73,4.95,56.38,61.71,18.57,,24.46,,,,,,,,
Uganda,2015,23.35,20.08,16.72,13.55,11.07,8.65,6.59,18.15,27.94,,61.44,25.25,23.71,0.00,0.06,0.06,0.00,0.03,0.03,0.00,0.00,0.00,11.07,12.22,58.97,1.37,29.96,23.11,6.18,65.28,23.42,4.79,58.29,14.18,25.86,6.54,60.13,17.11,15.67,45.02,133.02,275.22,258.86,216.17,154.47,68.42,16.95,8.30,10.96,10.87,12.35,11.30,9.71,6.22,195.83,5.62,4.82,,1.01,4.61,4.66,1.30,6.06,,34.73,3.38,3.46,65.86,9.99,42.25,2.79,64.57,12.44,22.82,4.04,63.64,43.19,3.56,62.86,13.15,21.78,25.62,45.30,26.90,18.39,69.74,188.86,200.91,243.80,114.18,107.16,110.92,35.58,27.42,26.23,1370.12,3857.81,6655.33,18.87,16.53,3.17,2.81,98.66,25.34,28.16,24.89,24.92,24.97,23.40,23.23,23.14,22.34,22.07,21.78,72.77,0.50,20.45,16.53,2.17,2.08,3.24,64.96,16.98,53.26,11.25,76.93,3.18,17.55,36.23,43.05,6.08,1.12,1.36,29.42,16.71,52.11,,1.24,10.06,60.73,18.80,0.96,0.69,2.03,48.21,6.34,7.61,2.42,13.53,30.49,23.53,30.58,47.91,52.98,23.13,41.41,13.43,23.42,17.00,23.58,52.90,23.03,10.21,1.25,16.74,40.46,33.55,,,,,,
Zambia,2015,22.16,18.81,16.70,14.65,12.12,9.19,6.38,18.57,28.36,,57.60,29.69,40.06,0.05,0.11,0.12,0.00,0.04,0.04,0.00,0.02,0.01,8.61,15.85,47.06,8.61,44.33,39.58,6.91,66.21,26.12,18.29,50.80,32.91,29.09,22.00,54.59,38.13,7.84,50.94,146.32,233.64,227.55,207.44,152.08,72.12,12.76,12.13,14.02,15.05,14.90,16.20,14.21,7.13,182.43,5.26,4.74,,1.00,4.91,5.09,1.29,6.42,,40.36,6.15,2.97,57.74,2.00,21.90,13.65,56.03,19.76,35.71,3.42,54.59,22.14,15.42,53.60,21.27,33.65,25.50,41.85,24.10,17.75,66.22,240.91,282.45,284.94,83.27,82.03,82.93,0.02,0.01,0.01,999.19,2953.24,4975.95,19.02,16.65,2.97,2.67,98.75,31.91,33.55,25.05,26.00,26.71,22.08,22.22,22.30,17.31,17.31,17.07,49.49,0.47,27.55,23.50,2.13,2.01,6.29,24.33,15.19,44.56,6.75,54.27,2.03,14.45,44.14,39.38,6.03,,,34.25,12.07,31.55,,9.48,15.56,41.39,33.12,9.98,0.67,2.26,57.10,27.61,8.19,4.54,17.35,,17.56,25.78,41.24,39.47,20.65,37.21,9.78,16.10,12.37,16.20,54.27,28.09,11.39,2.36,19.65,43.70,33.31,,,,,,
